model,grid_w,grid_h,n_sensors,start_pos_name,start_x,start_y,seed,total_reward,data_collected,ndr_pct,battery_pct,energy_consumed,efficiency,steps,jains_index,min_collection_rate,mean_collection_rate,starved_sensors,trajectory_file
DQN-v7,400,400,20,random_2,237,36,789,1782424.31,17933.0,60.0,2.07,268.3333,66.8327,1381,0.3459,0.0,29.53,14,DQN-v7_400x400_n20_random_2_789.npy
DQN-v7,400,400,20,random_2,237,36,1337,2963838.32,27858.0,80.0,2.07,268.3333,103.8171,1381,0.5514,0.0,45.88,8,DQN-v7_400x400_n20_random_2_1337.npy
DQN-v7,400,400,30,center,200,200,42,4420360.29,40025.0,100.0,2.07,268.3333,149.1628,1381,0.6036,1.03,43.95,9,DQN-v7_400x400_n30_center_42.npy
DQN-v7,400,400,30,center,200,200,123,6356908.97,57171.0,100.0,2.07,268.3333,213.0609,1381,0.8367,17.5,62.77,3,DQN-v7_400x400_n30_center_123.npy
DQN-v7,400,400,30,center,200,200,456,4062477.77,36608.0,100.0,2.07,268.3333,136.427,1381,0.6055,4.12,40.19,12,DQN-v7_400x400_n30_center_456.npy
DQN-v7,400,400,30,center,200,200,789,4703347.18,42541.0,100.0,2.07,268.3333,158.5377,1381,0.6324,1.03,46.71,7,DQN-v7_400x400_n30_center_789.npy
DQN-v7,400,400,30,center,200,200,1337,4648921.6,42096.0,96.67,2.07,268.3333,156.8793,1381,0.6129,0.0,46.22,11,DQN-v7_400x400_n30_center_1337.npy
DQN-v7,400,400,30,corner_00,0,0,42,1910588.95,19827.0,50.0,2.07,268.3333,73.8907,1381,0.2661,0.0,21.77,22,DQN-v7_400x400_n30_corner_00_42.npy
DQN-v7,400,400,30,corner_00,0,0,123,1037742.46,12276.0,36.67,2.07,268.3333,45.75,1381,0.2114,0.0,13.48,24,DQN-v7_400x400_n30_corner_00_123.npy
DQN-v7,400,400,30,corner_00,0,0,456,2434844.85,24687.0,50.0,2.07,268.3333,92.0001,1381,0.3067,0.0,27.1,21,DQN-v7_400x400_n30_corner_00_456.npy
DQN-v7,400,400,30,corner_00,0,0,789,1201406.17,13792.0,40.0,2.07,268.3333,51.4004,1381,0.1804,0.0,15.14,24,DQN-v7_400x400_n30_corner_00_789.npy
DQN-v7,400,400,30,corner_00,0,0,1337,1430989.1,15934.0,40.0,2.07,268.3333,59.3832,1381,0.2217,0.0,17.5,22,DQN-v7_400x400_n30_corner_00_1337.npy
DQN-v7,400,400,30,corner_0G,0,400,42,2105910.24,21484.0,50.0,2.07,268.3333,80.0655,1381,0.2951,0.0,23.59,21,DQN-v7_400x400_n30_corner_0G_42.npy
DQN-v7,400,400,30,corner_0G,0,400,123,1239578.25,13447.0,50.0,2.07,268.3333,50.113,1381,0.2382,0.0,14.76,22,DQN-v7_400x400_n30_corner_0G_123.npy
DQN-v7,400,400,30,corner_0G,0,400,456,1476406.52,16323.0,36.67,2.07,268.3333,60.8305,1381,0.2465,0.0,17.92,23,DQN-v7_400x400_n30_corner_0G_456.npy
DQN-v7,400,400,30,corner_0G,0,400,789,2304215.02,23263.0,53.33,2.07,268.3333,86.6927,1381,0.3318,0.0,25.54,19,DQN-v7_400x400_n30_corner_0G_789.npy
DQN-v7,400,400,30,corner_0G,0,400,1337,2525503.21,24625.0,63.33,2.07,268.3333,91.7715,1381,0.3528,0.0,27.04,19,DQN-v7_400x400_n30_corner_0G_1337.npy
DQN-v7,400,400,30,corner_G0,400,0,42,885866.28,11403.0,30.0,2.07,268.3333,42.4964,1381,0.1744,0.0,12.52,24,DQN-v7_400x400_n30_corner_G0_42.npy
DQN-v7,400,400,30,corner_G0,400,0,123,1011670.27,11583.0,46.67,2.07,268.3333,43.1668,1381,0.2033,0.0,12.72,25,DQN-v7_400x400_n30_corner_G0_123.npy
DQN-v7,400,400,30,corner_G0,400,0,456,212799.61,4674.0,36.67,2.07,268.3333,17.4181,1381,0.116,0.0,5.13,28,DQN-v7_400x400_n30_corner_G0_456.npy
DQN-v7,400,400,30,corner_G0,400,0,789,342968.43,6735.0,23.33,2.07,268.3333,25.1007,1381,0.0922,0.0,7.39,27,DQN-v7_400x400_n30_corner_G0_789.npy
DQN-v7,400,400,30,corner_G0,400,0,1337,908031.09,11627.0,30.0,2.07,268.3333,43.3291,1381,0.1718,0.0,12.77,24,DQN-v7_400x400_n30_corner_G0_1337.npy
DQN-v7,400,400,30,corner_GG,400,400,42,1243012.81,14839.0,30.0,2.07,268.3333,55.2993,1381,0.1992,0.0,16.29,24,DQN-v7_400x400_n30_corner_GG_42.npy
DQN-v7,400,400,30,corner_GG,400,400,123,823306.75,9955.0,43.33,2.07,268.3333,37.0994,1381,0.1793,0.0,10.93,25,DQN-v7_400x400_n30_corner_GG_123.npy
DQN-v7,400,400,30,corner_GG,400,400,456,1675951.78,17791.0,46.67,2.07,268.3333,66.3009,1381,0.2751,0.0,19.53,21,DQN-v7_400x400_n30_corner_GG_456.npy
DQN-v7,400,400,30,corner_GG,400,400,789,1743348.47,18631.0,43.33,2.07,268.3333,69.433,1381,0.2551,0.0,20.46,21,DQN-v7_400x400_n30_corner_GG_789.npy
DQN-v7,400,400,30,corner_GG,400,400,1337,867217.05,10763.0,36.67,2.07,268.3333,40.1093,1381,0.1817,0.0,11.82,24,DQN-v7_400x400_n30_corner_GG_1337.npy
DQN-v7,400,400,30,random_0,368,377,42,1783360.18,19184.0,40.0,2.07,268.3333,71.4947,1381,0.2519,0.0,21.06,21,DQN-v7_400x400_n30_random_0_42.npy
DQN-v7,400,400,30,random_0,368,377,123,1551213.45,15991.0,56.67,2.07,268.3333,59.5936,1381,0.2782,0.0,17.56,23,DQN-v7_400x400_n30_random_0_123.npy
DQN-v7,400,400,30,random_0,368,377,456,2369754.86,23550.0,56.67,2.07,268.3333,87.7623,1381,0.3571,0.0,25.86,18,DQN-v7_400x400_n30_random_0_456.npy
DQN-v7,400,400,30,random_0,368,377,789,2454948.81,24060.0,63.33,2.07,268.3333,89.6639,1381,0.3264,0.0,26.42,20,DQN-v7_400x400_n30_random_0_789.npy
DQN-v7,400,400,30,random_0,368,377,1337,1404187.76,14792.0,53.33,2.07,268.3333,55.1238,1381,0.2331,0.0,16.24,23,DQN-v7_400x400_n30_random_0_1337.npy
DQN-v7,400,400,30,random_1,220,245,42,3972637.06,35843.0,100.0,2.07,268.3333,133.5753,1381,0.548,1.03,39.35,13,DQN-v7_400x400_n30_random_1_42.npy
DQN-v7,400,400,30,random_1,220,245,123,5982836.95,53924.0,100.0,2.07,268.3333,200.9599,1381,0.7634,1.03,59.21,4,DQN-v7_400x400_n30_random_1_123.npy
DQN-v7,400,400,30,random_1,220,245,456,4948309.2,44674.0,100.0,2.07,268.3333,166.4884,1381,0.6247,1.03,49.05,10,DQN-v7_400x400_n30_random_1_456.npy
DQN-v7,400,400,30,random_1,220,245,789,5285376.23,47788.0,96.67,2.07,268.3333,178.0912,1381,0.7157,0.0,52.47,6,DQN-v7_400x400_n30_random_1_789.npy
DQN-v7,400,400,30,random_1,220,245,1337,4896446.98,44365.0,100.0,2.07,268.3333,165.3358,1381,0.6359,1.03,48.71,10,DQN-v7_400x400_n30_random_1_1337.npy
DQN-v7,400,400,30,random_2,237,36,42,3386057.0,32326.0,66.67,2.07,268.3333,120.4677,1381,0.4223,0.0,35.49,19,DQN-v7_400x400_n30_random_2_42.npy
DQN-v7,400,400,30,random_2,237,36,123,3470714.18,32237.0,80.0,2.07,268.3333,120.1364,1381,0.4615,0.0,35.39,15,DQN-v7_400x400_n30_random_2_123.npy
DQN-v7,400,400,30,random_2,237,36,456,2616183.73,25126.0,66.67,2.07,268.3333,93.6363,1381,0.4039,0.0,27.59,19,DQN-v7_400x400_n30_random_2_456.npy
DQN-v7,400,400,30,random_2,237,36,789,2181378.42,21386.0,66.67,2.07,268.3333,79.6977,1381,0.306,0.0,23.48,22,DQN-v7_400x400_n30_random_2_789.npy
DQN-v7,400,400,30,random_2,237,36,1337,3126106.3,29635.0,70.0,2.07,268.3333,110.4417,1381,0.4173,0.0,32.54,17,DQN-v7_400x400_n30_random_2_1337.npy
DQN-v7,600,600,10,center,300,300,42,1098148.43,11395.0,70.0,2.07,268.3333,42.4673,1381,0.4122,0.0,37.53,6,DQN-v7_600x600_n10_center_42.npy
DQN-v7,600,600,10,center,300,300,123,1813248.77,17302.0,80.0,2.07,268.3333,64.4808,1381,0.6874,0.0,56.99,3,DQN-v7_600x600_n10_center_123.npy
DQN-v7,600,600,10,center,300,300,456,1573902.13,15297.0,90.0,2.07,268.3333,57.0082,1381,0.5595,0.0,50.39,5,DQN-v7_600x600_n10_center_456.npy
DQN-v7,600,600,10,center,300,300,789,1040088.57,10190.0,80.0,2.07,268.3333,37.9763,1381,0.4797,0.0,33.56,5,DQN-v7_600x600_n10_center_789.npy
DQN-v7,600,600,10,center,300,300,1337,1623789.63,15858.0,80.0,2.07,268.3333,59.0981,1381,0.5907,0.0,52.23,4,DQN-v7_600x600_n10_center_1337.npy
DQN-v7,600,600,10,corner_00,0,0,42,395824.12,5610.0,20.0,2.07,268.3333,20.9078,1381,0.2,0.0,18.48,8,DQN-v7_600x600_n10_corner_00_42.npy
DQN-v7,600,600,10,corner_00,0,0,123,163895.45,3150.0,20.0,2.07,268.3333,11.7391,1381,0.1148,0.0,10.38,9,DQN-v7_600x600_n10_corner_00_123.npy
DQN-v7,600,600,10,corner_00,0,0,456,371781.82,5111.0,20.0,2.07,268.3333,19.047,1381,0.197,0.0,16.83,8,DQN-v7_600x600_n10_corner_00_456.npy
DQN-v7,600,600,10,corner_00,0,0,789,519406.3,6426.0,40.0,2.07,268.3333,23.9493,1381,0.2281,0.0,21.17,8,DQN-v7_600x600_n10_corner_00_789.npy
DQN-v7,600,600,10,corner_00,0,0,1337,110388.54,2670.0,10.0,2.07,268.3333,9.9496,1381,0.1,0.0,8.79,9,DQN-v7_600x600_n10_corner_00_1337.npy
DQN-v7,600,600,10,corner_0G,0,600,42,518165.16,6672.0,30.0,2.07,268.3333,24.8659,1381,0.2397,0.0,21.98,7,DQN-v7_600x600_n10_corner_0G_42.npy
DQN-v7,600,600,10,corner_0G,0,600,123,-110588.67,188.0,20.0,2.02,268.4722,0.6984,1382,0.1385,0.0,0.62,10,DQN-v7_600x600_n10_corner_0G_123.npy
DQN-v7,600,600,10,corner_0G,0,600,456,-171206.76,0.0,0.0,2.07,268.3333,0.0,1381,0.0,0.0,0.0,10,DQN-v7_600x600_n10_corner_0G_456.npy
DQN-v7,600,600,10,corner_0G,0,600,789,-114043.84,156.0,20.0,2.07,268.3333,0.5823,1381,0.1923,0.0,0.51,10,DQN-v7_600x600_n10_corner_0G_789.npy
DQN-v7,600,600,10,corner_0G,0,600,1337,429239.55,5922.0,20.0,2.07,268.3333,22.0709,1381,0.1999,0.0,19.51,8,DQN-v7_600x600_n10_corner_0G_1337.npy
DQN-v7,600,600,10,corner_G0,600,0,42,114058.14,2819.0,10.0,2.07,268.3333,10.5041,1381,0.1,0.0,9.28,9,DQN-v7_600x600_n10_corner_G0_42.npy
DQN-v7,600,600,10,corner_G0,600,0,123,-141127.89,94.0,10.0,2.07,268.3333,0.3494,1381,0.1,0.0,0.31,10,DQN-v7_600x600_n10_corner_G0_123.npy
DQN-v7,600,600,10,corner_G0,600,0,456,-144326.55,62.0,10.0,2.07,268.3333,0.2329,1381,0.1,0.0,0.21,10,DQN-v7_600x600_n10_corner_G0_456.npy
DQN-v7,600,600,10,corner_G0,600,0,789,-113422.75,344.0,10.0,2.07,268.3333,1.2811,1381,0.1,0.0,1.13,10,DQN-v7_600x600_n10_corner_G0_789.npy
DQN-v7,600,600,10,corner_G0,600,0,1337,132214.56,2785.0,20.0,2.07,268.3333,10.3787,1381,0.1144,0.0,9.17,9,DQN-v7_600x600_n10_corner_G0_1337.npy
DQN-v7,600,600,10,corner_GG,600,600,42,-117452.6,125.0,20.0,2.07,268.3333,0.4658,1381,0.2,0.0,0.41,10,DQN-v7_600x600_n10_corner_GG_42.npy
DQN-v7,600,600,10,corner_GG,600,600,123,70234.93,2089.0,10.0,2.07,268.3333,7.7847,1381,0.1,0.0,6.88,9,DQN-v7_600x600_n10_corner_GG_123.npy
DQN-v7,600,600,10,corner_GG,600,600,456,385730.25,5012.0,30.0,2.07,268.3333,18.6771,1381,0.21,0.0,16.51,8,DQN-v7_600x600_n10_corner_GG_456.npy
DQN-v7,600,600,10,corner_GG,600,600,789,195681.06,3223.0,30.0,2.07,268.3333,12.0125,1381,0.1267,0.0,10.62,9,DQN-v7_600x600_n10_corner_GG_789.npy
DQN-v7,600,600,10,corner_GG,600,600,1337,-171206.76,0.0,0.0,2.07,268.3333,0.0,1381,0.0,0.0,0.0,10,DQN-v7_600x600_n10_corner_GG_1337.npy
DQN-v7,600,600,10,random_0,468,368,42,532636.33,6367.0,50.0,2.07,268.3333,23.7293,1381,0.2225,0.0,20.97,8,DQN-v7_600x600_n10_random_0_42.npy
DQN-v7,600,600,10,random_0,468,368,123,1030406.07,10632.0,70.0,2.07,268.3333,39.6218,1381,0.4225,0.0,35.02,6,DQN-v7_600x600_n10_random_0_123.npy
DQN-v7,600,600,10,random_0,468,368,456,1832939.2,18129.0,70.0,2.07,268.3333,67.5607,1381,0.6217,0.0,59.71,4,DQN-v7_600x600_n10_random_0_456.npy
DQN-v7,600,600,10,random_0,468,368,789,971833.92,10531.0,50.0,2.07,268.3333,39.2452,1381,0.3851,0.0,34.69,6,DQN-v7_600x600_n10_random_0_789.npy
DQN-v7,600,600,10,random_0,468,368,1337,345434.38,4181.0,50.0,2.07,268.3333,15.5797,1381,0.1967,0.0,13.77,8,DQN-v7_600x600_n10_random_0_1337.npy
DQN-v7,600,600,10,random_1,501,245,42,544622.57,6643.0,40.0,2.07,268.3333,24.7584,1381,0.2418,0.0,21.88,8,DQN-v7_600x600_n10_random_1_42.npy
DQN-v7,600,600,10,random_1,501,245,123,1029726.32,10821.0,50.0,2.07,268.3333,40.3271,1381,0.44,0.0,35.64,5,DQN-v7_600x600_n10_random_1_123.npy
DQN-v7,600,600,10,random_1,501,245,456,1041292.11,10264.0,80.0,2.07,268.3333,38.2506,1381,0.4816,0.0,33.81,5,DQN-v7_600x600_n10_random_1_456.npy
DQN-v7,600,600,10,random_1,501,245,789,860005.28,9509.0,50.0,2.07,268.3333,35.4388,1381,0.339,0.0,31.32,7,DQN-v7_600x600_n10_random_1_789.npy
DQN-v7,600,600,10,random_1,501,245,1337,427246.6,5348.0,40.0,2.07,268.3333,19.9323,1381,0.2098,0.0,17.62,8,DQN-v7_600x600_n10_random_1_1337.npy
DQN-v7,600,600,10,random_2,495,435,42,431565.92,5989.0,20.0,2.07,268.3333,22.3193,1381,0.2,0.0,19.73,8,DQN-v7_600x600_n10_random_2_42.npy
DQN-v7,600,600,10,random_2,495,435,123,555079.16,5869.0,70.0,2.07,268.3333,21.8728,1381,0.2704,0.0,19.33,7,DQN-v7_600x600_n10_random_2_123.npy
DQN-v7,600,600,10,random_2,495,435,456,1643040.18,16408.0,60.0,2.07,268.3333,61.1475,1381,0.5913,0.0,54.04,4,DQN-v7_600x600_n10_random_2_456.npy
DQN-v7,600,600,10,random_2,495,435,789,776762.3,9100.0,40.0,2.07,268.3333,33.9134,1381,0.3041,0.0,29.97,7,DQN-v7_600x600_n10_random_2_789.npy
DQN-v7,600,600,10,random_2,495,435,1337,44649.37,1276.0,40.0,2.07,268.3333,4.7568,1381,0.2093,0.0,4.2,9,DQN-v7_600x600_n10_random_2_1337.npy
DQN-v7,600,600,20,center,300,300,42,1885036.23,18386.0,70.0,2.07,268.3333,68.5209,1381,0.4055,0.0,30.28,12,DQN-v7_600x600_n20_center_42.npy
DQN-v7,600,600,20,center,300,300,123,2848842.99,26257.0,90.0,2.07,268.3333,97.8531,1381,0.5856,0.0,43.24,7,DQN-v7_600x600_n20_center_123.npy
DQN-v7,600,600,20,center,300,300,456,2214035.48,20769.0,85.0,2.07,268.3333,77.3987,1381,0.4424,0.0,34.2,12,DQN-v7_600x600_n20_center_456.npy
DQN-v7,600,600,20,center,300,300,789,1588431.44,14933.0,85.0,2.07,268.3333,55.6507,1381,0.3713,0.0,24.59,13,DQN-v7_600x600_n20_center_789.npy
DQN-v7,600,600,20,center,300,300,1337,2408704.63,23139.0,70.0,2.07,268.3333,86.2308,1381,0.4855,0.0,38.11,9,DQN-v7_600x600_n20_center_1337.npy
DQN-v7,600,600,20,corner_00,0,0,42,471321.58,7047.0,20.0,2.07,268.3333,26.2623,1381,0.137,0.0,11.61,17,DQN-v7_600x600_n20_corner_00_42.npy
DQN-v7,600,600,20,corner_00,0,0,123,80668.68,3375.0,20.0,2.07,268.3333,12.5758,1381,0.0629,0.0,5.56,19,DQN-v7_600x600_n20_corner_00_123.npy
DQN-v7,600,600,20,corner_00,0,0,456,1121054.32,12843.0,30.0,2.07,268.3333,47.8604,1381,0.2569,0.0,21.15,15,DQN-v7_600x600_n20_corner_00_456.npy
DQN-v7,600,600,20,corner_00,0,0,789,699203.3,9377.0,20.0,2.07,268.3333,34.9459,1381,0.16,0.0,15.44,17,DQN-v7_600x600_n20_corner_00_789.npy
DQN-v7,600,600,20,corner_00,0,0,1337,283916.1,5263.0,20.0,2.07,268.3333,19.6127,1381,0.1038,0.0,8.67,18,DQN-v7_600x600_n20_corner_00_1337.npy
DQN-v7,600,600,20,corner_0G,0,600,42,712870.03,9494.0,20.0,2.07,268.3333,35.3799,1381,0.1656,0.0,15.64,17,DQN-v7_600x600_n20_corner_0G_42.npy
DQN-v7,600,600,20,corner_0G,0,600,123,-249624.58,292.0,15.0,2.07,268.3333,1.0891,1381,0.1293,0.0,0.48,20,DQN-v7_600x600_n20_corner_0G_123.npy
DQN-v7,600,600,20,corner_0G,0,600,456,3464.55,3047.0,10.0,2.07,268.3333,11.357,1381,0.051,0.0,5.02,19,DQN-v7_600x600_n20_corner_0G_456.npy
DQN-v7,600,600,20,corner_0G,0,600,789,27153.53,2696.0,20.0,2.07,268.3333,10.0481,1381,0.0667,0.0,4.44,19,DQN-v7_600x600_n20_corner_0G_789.npy
DQN-v7,600,600,20,corner_0G,0,600,1337,699977.87,9196.0,25.0,2.07,268.3333,34.2702,1381,0.16,0.0,15.14,17,DQN-v7_600x600_n20_corner_0G_1337.npy
DQN-v7,600,600,20,corner_G0,600,0,42,94712.25,3481.0,20.0,2.07,268.3333,12.973,1381,0.0702,0.0,5.73,19,DQN-v7_600x600_n20_corner_G0_42.npy
DQN-v7,600,600,20,corner_G0,600,0,123,-270694.17,281.0,10.0,2.07,268.3333,1.0481,1381,0.0988,0.0,0.46,20,DQN-v7_600x600_n20_corner_G0_123.npy
DQN-v7,600,600,20,corner_G0,600,0,456,-307880.8,125.0,5.0,2.07,268.3333,0.4658,1381,0.05,0.0,0.21,20,DQN-v7_600x600_n20_corner_G0_456.npy
DQN-v7,600,600,20,corner_G0,600,0,789,16727.04,3062.0,10.0,2.07,268.3333,11.413,1381,0.0588,0.0,5.04,19,DQN-v7_600x600_n20_corner_G0_789.npy
DQN-v7,600,600,20,corner_G0,600,0,1337,292247.05,5358.0,20.0,2.07,268.3333,19.9668,1381,0.107,0.0,8.82,18,DQN-v7_600x600_n20_corner_G0_1337.npy
DQN-v7,600,600,20,corner_GG,600,600,42,-21416.34,3010.0,5.0,2.07,268.3333,11.2159,1381,0.05,0.0,4.96,19,DQN-v7_600x600_n20_corner_GG_42.npy
DQN-v7,600,600,20,corner_GG,600,600,123,-13497.9,2469.0,15.0,2.07,268.3333,9.2003,1381,0.0744,0.0,4.07,19,DQN-v7_600x600_n20_corner_GG_123.npy
DQN-v7,600,600,20,corner_GG,600,600,456,301109.35,5238.0,25.0,2.07,268.3333,19.5214,1381,0.1073,0.0,8.63,18,DQN-v7_600x600_n20_corner_GG_456.npy
DQN-v7,600,600,20,corner_GG,600,600,789,718887.4,9096.0,25.0,2.07,268.3333,33.8965,1381,0.1933,0.0,14.98,16,DQN-v7_600x600_n20_corner_GG_789.npy
DQN-v7,600,600,20,corner_GG,600,600,1337,6603.4,3036.0,10.0,2.07,268.3333,11.3147,1381,0.0521,0.0,5.0,19,DQN-v7_600x600_n20_corner_GG_1337.npy
DQN-v7,600,600,20,random_0,468,368,42,1075028.2,12423.0,35.0,2.07,268.3333,46.2956,1381,0.2279,0.0,20.46,15,DQN-v7_600x600_n20_random_0_42.npy
DQN-v7,600,600,20,random_0,468,368,123,1929677.36,18825.0,70.0,2.07,268.3333,70.1555,1381,0.391,0.0,31.0,12,DQN-v7_600x600_n20_random_0_123.npy
DQN-v7,600,600,20,random_0,468,368,456,2172636.49,21943.0,55.0,2.07,268.3333,81.7757,1381,0.3872,0.0,36.14,12,DQN-v7_600x600_n20_random_0_456.npy
DQN-v7,600,600,20,random_0,468,368,789,1944562.21,19368.0,60.0,2.07,268.3333,72.1774,1381,0.3725,0.0,31.9,13,DQN-v7_600x600_n20_random_0_789.npy
DQN-v7,600,600,20,random_0,468,368,1337,515303.07,5899.0,55.0,2.07,268.3333,21.9846,1381,0.2236,0.0,9.72,18,DQN-v7_600x600_n20_random_0_1337.npy
DQN-v7,600,600,20,random_1,501,245,42,1083175.98,11936.0,45.0,2.07,268.3333,44.4837,1381,0.2444,0.0,19.66,15,DQN-v7_600x600_n20_random_1_42.npy
DQN-v7,600,600,20,random_1,501,245,123,1853946.42,18657.0,60.0,2.07,268.3333,69.5305,1381,0.3588,0.0,30.73,13,DQN-v7_600x600_n20_random_1_123.npy
DQN-v7,600,600,20,random_1,501,245,456,1181028.33,12558.0,50.0,2.07,268.3333,46.8009,1381,0.278,0.0,20.68,14,DQN-v7_600x600_n20_random_1_456.npy
DQN-v7,600,600,20,random_1,501,245,789,1184956.57,13013.0,45.0,2.07,268.3333,48.4966,1381,0.2412,0.0,21.43,15,DQN-v7_600x600_n20_random_1_789.npy
DQN-v7,600,600,20,random_1,501,245,1337,704951.28,8506.0,40.0,2.07,268.3333,31.699,1381,0.1701,0.0,14.01,17,DQN-v7_600x600_n20_random_1_1337.npy
DQN-v7,600,600,20,random_2,495,435,42,907665.19,11141.0,25.0,2.07,268.3333,41.5196,1381,0.2092,0.0,18.35,16,DQN-v7_600x600_n20_random_2_42.npy
DQN-v7,600,600,20,random_2,495,435,123,1372208.27,14173.0,60.0,2.07,268.3333,52.8196,1381,0.2816,0.0,23.34,14,DQN-v7_600x600_n20_random_2_123.npy
DQN-v7,600,600,20,random_2,495,435,456,2016649.44,20410.0,50.0,2.07,268.3333,76.0606,1381,0.3819,0.0,33.61,12,DQN-v7_600x600_n20_random_2_456.npy
DQN-v7,600,600,20,random_2,495,435,789,1936347.4,19878.0,50.0,2.07,268.3333,74.0812,1381,0.3531,0.0,32.74,13,DQN-v7_600x600_n20_random_2_789.npy
DQN-v7,600,600,20,random_2,495,435,1337,371474.77,5490.0,35.0,2.07,268.3333,20.4585,1381,0.1304,0.0,9.04,18,DQN-v7_600x600_n20_random_2_1337.npy
DQN-v7,600,600,30,center,300,300,42,2286053.45,22191.0,66.67,2.07,268.3333,82.6977,1381,0.3615,0.0,24.36,19,DQN-v7_600x600_n30_center_42.npy
DQN-v7,600,600,30,center,300,300,123,3749429.51,34386.0,86.67,2.07,268.3333,128.1468,1381,0.5186,0.0,37.75,12,DQN-v7_600x600_n30_center_123.npy
DQN-v7,600,600,30,center,300,300,456,2268198.46,22279.0,63.33,2.07,268.3333,83.026,1381,0.3457,0.0,24.46,20,DQN-v7_600x600_n30_center_456.npy
DQN-v7,600,600,30,center,300,300,789,2835390.68,27203.0,70.0,2.07,268.3333,101.376,1381,0.3724,0.0,29.87,18,DQN-v7_600x600_n30_center_789.npy
DQN-v7,600,600,30,center,300,300,1337,2794578.79,27308.0,60.0,2.07,268.3333,101.7688,1381,0.3854,0.0,29.98,18,DQN-v7_600x600_n30_center_1337.npy
DQN-v7,600,600,30,corner_00,0,0,42,832023.54,11362.0,23.33,2.07,268.3333,42.3412,1381,0.1557,0.0,12.47,25,DQN-v7_600x600_n30_corner_00_42.npy
DQN-v7,600,600,30,corner_00,0,0,123,-69106.43,3278.0,16.67,2.07,268.3333,12.2173,1381,0.0439,0.0,3.6,29,DQN-v7_600x600_n30_corner_00_123.npy
DQN-v7,600,600,30,corner_00,0,0,456,1279922.69,15267.0,26.67,2.07,268.3333,56.897,1381,0.2032,0.0,16.76,24,DQN-v7_600x600_n30_corner_00_456.npy
DQN-v7,600,600,30,corner_00,0,0,789,535899.36,8980.0,16.67,2.07,268.3333,33.4675,1381,0.1055,0.0,9.86,27,DQN-v7_600x600_n30_corner_00_789.npy
DQN-v7,600,600,30,corner_00,0,0,1337,449300.69,8098.0,16.67,2.07,268.3333,30.1787,1381,0.1146,0.0,8.89,26,DQN-v7_600x600_n30_corner_00_1337.npy
DQN-v7,600,600,30,corner_0G,0,600,42,966702.05,12909.0,20.0,2.07,268.3333,48.1064,1381,0.1503,0.0,14.17,25,DQN-v7_600x600_n30_corner_0G_42.npy
DQN-v7,600,600,30,corner_0G,0,600,123,-41788.54,3371.0,20.0,2.07,268.3333,12.5625,1381,0.0412,0.0,3.7,29,DQN-v7_600x600_n30_corner_0G_123.npy
DQN-v7,600,600,30,corner_0G,0,600,456,386323.89,7193.0,23.33,2.07,268.3333,26.8055,1381,0.0931,0.0,7.9,27,DQN-v7_600x600_n30_corner_0G_456.npy
DQN-v7,600,600,30,corner_0G,0,600,789,976526.38,12085.0,33.33,2.07,268.3333,45.0376,1381,0.1601,0.0,13.27,25,DQN-v7_600x600_n30_corner_0G_789.npy
DQN-v7,600,600,30,corner_0G,0,600,1337,1223476.0,15003.0,26.67,2.07,268.3333,55.9101,1381,0.1694,0.0,16.47,25,DQN-v7_600x600_n30_corner_0G_1337.npy
DQN-v7,600,600,30,corner_G0,600,0,42,-100719.38,3109.0,13.33,2.07,268.3333,11.5869,1381,0.0489,0.0,3.41,29,DQN-v7_600x600_n30_corner_G0_42.npy
DQN-v7,600,600,30,corner_G0,600,0,123,-18937.45,3476.0,20.0,2.07,268.3333,12.9548,1381,0.058,0.0,3.82,29,DQN-v7_600x600_n30_corner_G0_123.npy
DQN-v7,600,600,30,corner_G0,600,0,456,-511970.76,0.0,0.0,2.07,268.3333,0.0,1381,0.0,0.0,0.0,30,DQN-v7_600x600_n30_corner_G0_456.npy
DQN-v7,600,600,30,corner_G0,600,0,789,-142307.47,3103.0,6.67,2.07,268.3333,11.5653,1381,0.0473,0.0,3.41,29,DQN-v7_600x600_n30_corner_G0_789.npy
DQN-v7,600,600,30,corner_G0,600,0,1337,72728.15,4734.0,13.33,2.07,268.3333,17.6424,1381,0.0734,0.0,5.2,28,DQN-v7_600x600_n30_corner_G0_1337.npy
DQN-v7,600,600,30,corner_GG,600,600,42,569509.18,9371.0,16.67,2.07,268.3333,34.9247,1381,0.1093,0.0,10.29,27,DQN-v7_600x600_n30_corner_GG_42.npy
DQN-v7,600,600,30,corner_GG,600,600,123,-166385.85,2651.0,10.0,2.07,268.3333,9.8808,1381,0.0486,0.0,2.91,29,DQN-v7_600x600_n30_corner_GG_123.npy
DQN-v7,600,600,30,corner_GG,600,600,456,408251.15,7464.0,20.0,2.07,268.3333,27.8158,1381,0.1072,0.0,8.19,27,DQN-v7_600x600_n30_corner_GG_456.npy
DQN-v7,600,600,30,corner_GG,600,600,789,625416.93,9348.0,23.33,2.07,268.3333,34.8389,1381,0.1331,0.0,10.26,26,DQN-v7_600x600_n30_corner_GG_789.npy
DQN-v7,600,600,30,corner_GG,600,600,1337,-76191.2,3177.0,16.67,2.07,268.3333,11.8414,1381,0.0425,0.0,3.49,29,DQN-v7_600x600_n30_corner_GG_1337.npy
